"","ST","POBP","count","location","country","region"
"2747",27,341,1,"MN","Trinidad",NA
"2748",27,360,15,"MN","Argentina","AMERICA"
"2749",27,361,2,"MN","Bolivia","AMERICA"
"2750",27,362,10,"MN","Brazil","AMERICA"
"2751",27,363,6,"MN","Chile","AMERICA"
"2752",27,364,35,"MN","Colombia","AMERICA"
"2753",27,365,33,"MN","Ecuador","AMERICA"
"2754",27,368,17,"MN","Guyana","AMERICA"
"2755",27,369,3,"MN","Paraguay","AMERICA"
"2756",27,370,5,"MN","Peru","AMERICA"
"2757",27,372,2,"MN","Uruguay","AMERICA"
"2758",27,373,1,"MN","Venezuela","AMERICA"
"2759",27,374,1,"MN","SouthAmerica",NA
"2760",27,407,8,"MN","Cameroon","AFRICA"
"2761",27,412,2,"MN","Congo","AFRICA"
"2762",27,414,14,"MN","Egypt","AFRICA"
"2763",27,416,66,"MN","Ethiopia","AFRICA"
"2764",27,417,8,"MN","Eritrea","AFRICA"
"2765",27,421,10,"MN","Ghana","AFRICA"
"2766",27,427,36,"MN","Kenya","AFRICA"
"2767",27,429,46,"MN","Liberia","AFRICA"
"2768",27,436,4,"MN","Morocco","AFRICA"
"2769",27,440,21,"MN","Nigeria","AFRICA"
"2770",27,444,1,"MN","Senegal","AFRICA"
"2771",27,447,3,"MN","SierraLeone","AFRICA"
"2772",27,448,91,"MN","Somalia","AFRICA"
"2773",27,449,13,"MN","SouthAfrica","AFRICA"
"2774",27,451,4,"MN","Sudan","AFRICA"
"2775",27,453,1,"MN","Tanzania","AFRICA"
"2776",27,454,2,"MN","Togo","AFRICA"
"2777",27,459,4,"MN","DemocraticRepublicofCongo",NA
"2778",27,460,1,"MN","Zambia","AFRICA"
"2779",27,461,4,"MN","Zimbabwe","AFRICA"
"2780",27,462,6,"MN","Africa",NA
"2781",27,463,10,"MN","EasternAfrica",NA
"2782",27,464,1,"MN","NorthernAfrica",NA
"2783",27,467,3,"MN","WesternAfrica",NA
"2784",27,468,1,"MN","OtherAfrica",NA
"2785",27,501,8,"MN","Australia","OCEANIA"
"2786",27,515,2,"MN","NewZealand","OCEANIA"
"2787",27,527,2,"MN","Samoa","OCEANIA"
"2788",27,554,1,"MN","OtherUSIslandAreas",NA
"2789",28,102,1,"MS","Austria","EUROPE"
"2790",28,109,2,"MS","France","EUROPE"
"2791",28,110,24,"MS","Germany","EUROPE"
"2792",28,116,2,"MS","Greece","EUROPE"
"2793",28,119,4,"MS","Ireland","EUROPE"
"2794",28,120,2,"MS","Italy","EUROPE"
"2795",28,126,1,"MS","Netherlands","EUROPE"
"2796",28,127,4,"MS","Norway","EUROPE"
"2797",28,129,1,"MS","Portugal","EUROPE"
"2798",28,132,3,"MS","Romania","EUROPE"
"2799",28,134,2,"MS","Spain","EUROPE"
"2800",28,136,1,"MS","Sweden","EUROPE"
"2801",28,138,4,"MS","UnitedKingdom","EUROPE"
"2802",28,139,8,"MS","England","EUROPE"
"2803",28,148,2,"MS","CzechRepublic","EUROPE"
"2804",28,150,6,"MS","BosniaandHerzegovina",NA
"2805",28,151,1,"MS","Croatia","EUROPE"
"2806",28,154,1,"MS","Serbia","EUROPE"
"2807",28,157,1,"MS","Lithuania","EUROPE"
"2808",28,160,1,"MS","Belarus","EUROPE"
"2809",28,163,6,"MS","Russia",NA
"2810",28,164,2,"MS","Ukraine","EUROPE"
"2811",28,169,1,"MS","OtherEurope",NA
"2812",28,200,1,"MS","Afghanistan","ASIA"
"2813",28,202,2,"MS","Bangladesh","ASIA"
"2814",28,206,1,"MS","Cambodia","ASIA"
"2815",28,207,22,"MS","China","ASIA"
"2816",28,209,1,"MS","HongKong","ASIA"
"2817",28,210,35,"MS","India","ASIA"
"2818",28,211,1,"MS","Indonesia","ASIA"
"2819",28,212,1,"MS","Iran","ASIA"
"2820",28,215,4,"MS","Japan","ASIA"
"2821",28,216,3,"MS","Jordan","ASIA"
"2822",28,217,26,"MS","Korea",NA
"2823",28,218,2,"MS","Kazakhstan","ASIA"
"2824",28,224,3,"MS","Lebanon","ASIA"
"2825",28,231,4,"MS","Pakistan","ASIA"
"2826",28,233,23,"MS","Philippines","ASIA"
"2827",28,235,2,"MS","SaudiArabia","ASIA"
"2828",28,238,8,"MS","SriLanka","ASIA"
"2829",28,239,1,"MS","Syria","ASIA"
"2830",28,240,6,"MS","Taiwan","ASIA"
"2831",28,242,4,"MS","Thailand","ASIA"
"2832",28,243,2,"MS","Turkey","ASIA"
"2833",28,247,47,"MS","Vietnam","ASIA"
"2834",28,248,4,"MS","Yemen","ASIA"
"2835",28,249,5,"MS","Asia",NA
"2836",28,253,2,"MS","SouthCentralAsia",NA
"2837",28,301,18,"MS","Canada","AMERICA"
"2838",28,303,160,"MS","Mexico","AMERICA"
"2839",28,310,3,"MS","Belize","AMERICA"
"2840",28,311,1,"MS","CostaRica","AMERICA"
"2841",28,312,4,"MS","ElSalvador","AMERICA"
"2842",28,313,10,"MS","Guatemala","AMERICA"
"2843",28,314,16,"MS","Honduras","AMERICA"
"2844",28,315,2,"MS","Nicaragua","AMERICA"
"2845",28,316,4,"MS","Panama","AMERICA"
"2846",28,321,1,"MS","Antigua",NA
"2847",28,323,2,"MS","Bahamas","AMERICA"
"2848",28,327,2,"MS","Cuba","AMERICA"
"2849",28,328,2,"MS","Dominica","AMERICA"
"2850",28,329,4,"MS","DominicanRepublic","AMERICA"
"2851",28,333,10,"MS","Jamaica","AMERICA"
"2852",28,341,2,"MS","Trinidad",NA
"2853",28,344,2,"MS","Caribbean",NA
"2854",28,360,1,"MS","Argentina","AMERICA"
"2855",28,363,7,"MS","Chile","AMERICA"
"2856",28,364,6,"MS","Colombia","AMERICA"
"2857",28,365,2,"MS","Ecuador","AMERICA"
"2858",28,369,1,"MS","Paraguay","AMERICA"
"2859",28,370,4,"MS","Peru","AMERICA"
"2860",28,372,1,"MS","Uruguay","AMERICA"
"2861",28,373,4,"MS","Venezuela","AMERICA"
"2862",28,374,1,"MS","SouthAmerica",NA
"2863",28,416,4,"MS","Ethiopia","AFRICA"
"2864",28,420,1,"MS","Gambia","AFRICA"
"2865",28,440,5,"MS","Nigeria","AFRICA"
"2866",28,449,5,"MS","SouthAfrica","AFRICA"
"2867",28,461,1,"MS","Zimbabwe","AFRICA"
"2868",28,464,1,"MS","NorthernAfrica",NA
"2869",29,100,6,"MO","Albania","EUROPE"
"2870",29,102,6,"MO","Austria","EUROPE"
"2871",29,103,4,"MO","Belgium","EUROPE"
"2872",29,104,3,"MO","Bulgaria","EUROPE"
"2873",29,105,2,"MO","Czechoslovakia",NA
"2874",29,106,1,"MO","Denmark","EUROPE"
"2875",29,108,1,"MO","Finland","EUROPE"
"2876",29,109,15,"MO","France","EUROPE"
"2877",29,110,86,"MO","Germany","EUROPE"
"2878",29,116,10,"MO","Greece","EUROPE"
"2879",29,117,7,"MO","Hungary","EUROPE"
"2880",29,119,7,"MO","Ireland","EUROPE"
"2881",29,120,10,"MO","Italy","EUROPE"
"2882",29,126,6,"MO","Netherlands","EUROPE"
"2883",29,128,7,"MO","Poland","EUROPE"
"2884",29,129,3,"MO","Portugal","EUROPE"
"2885",29,132,8,"MO","Romania","EUROPE"
"2886",29,134,5,"MO","Spain","EUROPE"
"2887",29,136,8,"MO","Sweden","EUROPE"
"2888",29,137,1,"MO","Switzerland","EUROPE"
"2889",29,138,20,"MO","UnitedKingdom","EUROPE"
"2890",29,139,27,"MO","England","EUROPE"
"2891",29,140,9,"MO","Scotland","EUROPE"
"2892",29,147,5,"MO","Yugoslavia","EUROPE"
"2893",29,148,1,"MO","CzechRepublic","EUROPE"
"2894",29,150,80,"MO","BosniaandHerzegovina",NA
"2895",29,151,4,"MO","Croatia","EUROPE"
"2896",29,154,3,"MO","Serbia","EUROPE"
"2897",29,156,1,"MO","Latvia","EUROPE"
"2898",29,157,1,"MO","Lithuania","EUROPE"
"2899",29,159,3,"MO","Azerbaijan","EUROPE"
"2900",29,160,3,"MO","Belarus","EUROPE"
"2901",29,162,10,"MO","Moldova","EUROPE"
"2902",29,163,40,"MO","Russia",NA
"2903",29,164,21,"MO","Ukraine","EUROPE"
"2904",29,165,2,"MO","USSR",NA
"2905",29,169,6,"MO","OtherEurope",NA
"2906",29,200,4,"MO","Afghanistan","ASIA"
"2907",29,202,8,"MO","Bangladesh","ASIA"
"2908",29,203,4,"MO","Bhutan","ASIA"
"2909",29,205,5,"MO","Myanmar",NA
"2910",29,206,9,"MO","Cambodia","ASIA"
"2911",29,207,109,"MO","China","ASIA"
"2912",29,209,7,"MO","HongKong","ASIA"
"2913",29,210,116,"MO","India","ASIA"
"2914",29,211,5,"MO","Indonesia","ASIA"
"2915",29,212,19,"MO","Iran","ASIA"
"2916",29,213,21,"MO","Iraq","ASIA"
"2917",29,214,9,"MO","Israel","ASIA"
"2918",29,215,21,"MO","Japan","ASIA"
"2919",29,216,5,"MO","Jordan","ASIA"
"2920",29,217,82,"MO","Korea",NA
"2921",29,222,1,"MO","Kuwait","ASIA"
"2922",29,223,13,"MO","Laos","ASIA"
"2923",29,224,4,"MO","Lebanon","ASIA"
"2924",29,226,2,"MO","Malaysia","ASIA"
"2925",29,229,11,"MO","Nepal","ASIA"
"2926",29,231,20,"MO","Pakistan","ASIA"
"2927",29,233,74,"MO","Philippines","ASIA"
"2928",29,235,10,"MO","SaudiArabia","ASIA"
"2929",29,236,2,"MO","Singapore","ASIA"
"2930",29,238,1,"MO","SriLanka","ASIA"
"2931",29,239,5,"MO","Syria","ASIA"
"2932",29,240,27,"MO","Taiwan","ASIA"
"2933",29,242,8,"MO","Thailand","ASIA"
"2934",29,243,10,"MO","Turkey","ASIA"
"2935",29,246,1,"MO","Uzbekistan","ASIA"
"2936",29,247,82,"MO","Vietnam","ASIA"
"2937",29,248,1,"MO","Yemen","ASIA"
"2938",29,249,7,"MO","Asia",NA
"2939",29,253,4,"MO","SouthCentralAsia",NA
"2940",29,300,1,"MO","Bermuda",NA
"2941",29,301,64,"MO","Canada","AMERICA"
"2942",29,303,306,"MO","Mexico","AMERICA"
"2943",29,310,2,"MO","Belize","AMERICA"
"2944",29,311,2,"MO","CostaRica","AMERICA"
"2945",29,312,31,"MO","ElSalvador","AMERICA"
"2946",29,313,39,"MO","Guatemala","AMERICA"
"2947",29,314,17,"MO","Honduras","AMERICA"
"2948",29,315,2,"MO","Nicaragua","AMERICA"
"2949",29,316,7,"MO","Panama","AMERICA"
"2950",29,323,3,"MO","Bahamas","AMERICA"
"2951",29,324,3,"MO","Barbados","AMERICA"
"2952",29,327,10,"MO","Cuba","AMERICA"
"2953",29,328,3,"MO","Dominica","AMERICA"
"2954",29,329,5,"MO","DominicanRepublic","AMERICA"
"2955",29,332,9,"MO","Haiti","AMERICA"
"2956",29,333,2,"MO","Jamaica","AMERICA"
"2957",29,341,2,"MO","Trinidad",NA
"2958",29,344,4,"MO","Caribbean",NA
"2959",29,360,10,"MO","Argentina","AMERICA"
"2960",29,361,2,"MO","Bolivia","AMERICA"
"2961",29,362,17,"MO","Brazil","AMERICA"
"2962",29,363,1,"MO","Chile","AMERICA"
"2963",29,364,8,"MO","Colombia","AMERICA"
"2964",29,365,2,"MO","Ecuador","AMERICA"
"2965",29,369,1,"MO","Paraguay","AMERICA"
"2966",29,370,22,"MO","Peru","AMERICA"
"2967",29,372,3,"MO","Uruguay","AMERICA"
"2968",29,373,9,"MO","Venezuela","AMERICA"
"2969",29,399,1,"MO","Americas",NA
"2970",29,400,1,"MO","Algeria","AFRICA"
"2971",29,407,1,"MO","Cameroon","AFRICA"
"2972",29,408,1,"MO","CapeVerde","AFRICA"
"2973",29,414,5,"MO","Egypt","AFRICA"
"2974",29,416,10,"MO","Ethiopia","AFRICA"
"2975",29,417,3,"MO","Eritrea","AFRICA"
"2976",29,421,7,"MO","Ghana","AFRICA"
"2977",29,427,19,"MO","Kenya","AFRICA"
"2978",29,429,14,"MO","Liberia","AFRICA"
"2979",29,430,1,"MO","Libya","AFRICA"
"2980",29,436,4,"MO","Morocco","AFRICA"
"2981",29,440,13,"MO","Nigeria","AFRICA"
"2982",29,444,3,"MO","Senegal","AFRICA"
"2983",29,447,1,"MO","SierraLeone","AFRICA"
"2984",29,448,4,"MO","Somalia","AFRICA"
"2985",29,449,13,"MO","SouthAfrica","AFRICA"
"2986",29,454,1,"MO","Togo","AFRICA"
"2987",29,457,1,"MO","Uganda","AFRICA"
"2988",29,459,1,"MO","DemocraticRepublicofCongo",NA
"2989",29,460,2,"MO","Zambia","AFRICA"
"2990",29,461,2,"MO","Zimbabwe","AFRICA"
"2991",29,462,8,"MO","Africa",NA
"2992",29,463,11,"MO","EasternAfrica",NA
"2993",29,467,3,"MO","WesternAfrica",NA
"2994",29,468,1,"MO","OtherAfrica",NA
"2995",29,501,7,"MO","Australia","OCEANIA"
"2996",29,512,13,"MO","Micronesia","OCEANIA"
"2997",29,515,4,"MO","NewZealand","OCEANIA"
"2998",29,554,1,"MO","OtherUSIslandAreas",NA
"2999",30,102,2,"MT","Austria","EUROPE"
"3000",30,103,2,"MT","Belgium","EUROPE"
"3001",30,105,1,"MT","Czechoslovakia",NA
"3002",30,108,2,"MT","Finland","EUROPE"
"3003",30,110,21,"MT","Germany","EUROPE"
"3004",30,119,1,"MT","Ireland","EUROPE"
"3005",30,120,1,"MT","Italy","EUROPE"
"3006",30,126,1,"MT","Netherlands","EUROPE"
"3007",30,127,4,"MT","Norway","EUROPE"
"3008",30,128,1,"MT","Poland","EUROPE"
"3009",30,132,3,"MT","Romania","EUROPE"
"3010",30,134,1,"MT","Spain","EUROPE"
"3011",30,136,1,"MT","Sweden","EUROPE"
"3012",30,137,2,"MT","Switzerland","EUROPE"
"3013",30,138,6,"MT","UnitedKingdom","EUROPE"
"3014",30,139,6,"MT","England","EUROPE"
"3015",30,140,1,"MT","Scotland","EUROPE"
"3016",30,148,1,"MT","CzechRepublic","EUROPE"
"3017",30,160,5,"MT","Belarus","EUROPE"
"3018",30,162,1,"MT","Moldova","EUROPE"
"3019",30,163,2,"MT","Russia",NA
"3020",30,164,1,"MT","Ukraine","EUROPE"
"3021",30,205,1,"MT","Myanmar",NA
"3022",30,207,6,"MT","China","ASIA"
"3023",30,210,2,"MT","India","ASIA"
"3024",30,215,4,"MT","Japan","ASIA"
"3025",30,217,6,"MT","Korea",NA
"3026",30,218,3,"MT","Kazakhstan","ASIA"
"3027",30,226,1,"MT","Malaysia","ASIA"
"3028",30,231,1,"MT","Pakistan","ASIA"
"3029",30,233,8,"MT","Philippines","ASIA"
"3030",30,240,1,"MT","Taiwan","ASIA"
"3031",30,242,1,"MT","Thailand","ASIA"
"3032",30,243,1,"MT","Turkey","ASIA"
"3033",30,247,2,"MT","Vietnam","ASIA"
"3034",30,254,1,"MT","OtherAsia",NA
"3035",30,301,37,"MT","Canada","AMERICA"
"3036",30,303,19,"MT","Mexico","AMERICA"
"3037",30,311,2,"MT","CostaRica","AMERICA"
"3038",30,312,1,"MT","ElSalvador","AMERICA"
"3039",30,315,1,"MT","Nicaragua","AMERICA"
"3040",30,327,1,"MT","Cuba","AMERICA"
"3041",30,362,6,"MT","Brazil","AMERICA"
"3042",30,449,1,"MT","SouthAfrica","AFRICA"
"3043",30,501,3,"MT","Australia","OCEANIA"
"3044",31,102,1,"NE","Austria","EUROPE"
"3045",31,104,2,"NE","Bulgaria","EUROPE"
"3046",31,109,1,"NE","France","EUROPE"
"3047",31,110,23,"NE","Germany","EUROPE"
"3048",31,116,3,"NE","Greece","EUROPE"
"3049",31,117,2,"NE","Hungary","EUROPE"
"3050",31,119,1,"NE","Ireland","EUROPE"
"3051",31,120,9,"NE","Italy","EUROPE"
"3052",31,128,3,"NE","Poland","EUROPE"
"3053",31,129,2,"NE","Portugal","EUROPE"
"3054",31,132,2,"NE","Romania","EUROPE"
"3055",31,138,7,"NE","UnitedKingdom","EUROPE"
"3056",31,139,13,"NE","England","EUROPE"
"3057",31,148,1,"NE","CzechRepublic","EUROPE"
"3058",31,150,6,"NE","BosniaandHerzegovina",NA
"3059",31,151,4,"NE","Croatia","EUROPE"
"3060",31,156,2,"NE","Latvia","EUROPE"
"3061",31,157,1,"NE","Lithuania","EUROPE"
"3062",31,160,1,"NE","Belarus","EUROPE"
"3063",31,163,3,"NE","Russia",NA
"3064",31,164,6,"NE","Ukraine","EUROPE"
"3065",31,203,2,"NE","Bhutan","ASIA"
"3066",31,205,5,"NE","Myanmar",NA
"3067",31,206,1,"NE","Cambodia","ASIA"
"3068",31,207,20,"NE","China","ASIA"
"3069",31,209,1,"NE","HongKong","ASIA"
"3070",31,210,27,"NE","India","ASIA"
"3071",31,212,4,"NE","Iran","ASIA"
"3072",31,213,6,"NE","Iraq","ASIA"
"3073",31,215,5,"NE","Japan","ASIA"
"3074",31,216,2,"NE","Jordan","ASIA"
"3075",31,217,10,"NE","Korea",NA
"3076",31,223,4,"NE","Laos","ASIA"
"3077",31,224,2,"NE","Lebanon","ASIA"
"3078",31,229,11,"NE","Nepal","ASIA"
"3079",31,231,1,"NE","Pakistan","ASIA"
"3080",31,233,18,"NE","Philippines","ASIA"
"3081",31,235,4,"NE","SaudiArabia","ASIA"
"3082",31,238,2,"NE","SriLanka","ASIA"
"3083",31,239,1,"NE","Syria","ASIA"
"3084",31,240,1,"NE","Taiwan","ASIA"
"3085",31,242,5,"NE","Thailand","ASIA"
"3086",31,247,47,"NE","Vietnam","ASIA"
"3087",31,253,3,"NE","SouthCentralAsia",NA
"3088",31,254,1,"NE","OtherAsia",NA
"3089",31,301,19,"NE","Canada","AMERICA"
"3090",31,303,271,"NE","Mexico","AMERICA"
"3091",31,310,2,"NE","Belize","AMERICA"
"3092",31,312,27,"NE","ElSalvador","AMERICA"
"3093",31,313,34,"NE","Guatemala","AMERICA"
"3094",31,314,8,"NE","Honduras","AMERICA"
"3095",31,315,1,"NE","Nicaragua","AMERICA"
"3096",31,316,1,"NE","Panama","AMERICA"
"3097",31,321,2,"NE","Antigua",NA
"3098",31,327,9,"NE","Cuba","AMERICA"
"3099",31,341,2,"NE","Trinidad",NA
"3100",31,360,1,"NE","Argentina","AMERICA"
"3101",31,362,2,"NE","Brazil","AMERICA"
"3102",31,363,2,"NE","Chile","AMERICA"
"3103",31,364,6,"NE","Colombia","AMERICA"
"3104",31,370,5,"NE","Peru","AMERICA"
"3105",31,373,5,"NE","Venezuela","AMERICA"
"3106",31,407,5,"NE","Cameroon","AFRICA"
"3107",31,414,1,"NE","Egypt","AFRICA"
"3108",31,416,3,"NE","Ethiopia","AFRICA"
"3109",31,421,1,"NE","Ghana","AFRICA"
"3110",31,436,1,"NE","Morocco","AFRICA"
"3111",31,444,1,"NE","Senegal","AFRICA"
"3112",31,447,1,"NE","SierraLeone","AFRICA"
"3113",31,448,3,"NE","Somalia","AFRICA"
"3114",31,449,3,"NE","SouthAfrica","AFRICA"
"3115",31,451,4,"NE","Sudan","AFRICA"
"3116",31,454,3,"NE","Togo","AFRICA"
"3117",31,461,1,"NE","Zimbabwe","AFRICA"
"3118",31,462,3,"NE","Africa",NA
"3119",31,463,3,"NE","EasternAfrica",NA
"3120",31,464,3,"NE","NorthernAfrica",NA
"3121",31,467,2,"NE","WesternAfrica",NA
"3122",31,501,2,"NE","Australia","OCEANIA"
"3123",31,515,2,"NE","NewZealand","OCEANIA"
"3124",32,100,3,"NV","Albania","EUROPE"
"3125",32,102,4,"NV","Austria","EUROPE"
"3126",32,103,7,"NV","Belgium","EUROPE"
"3127",32,104,26,"NV","Bulgaria","EUROPE"
"3128",32,105,1,"NV","Czechoslovakia",NA
"3129",32,106,3,"NV","Denmark","EUROPE"
"3130",32,108,3,"NV","Finland","EUROPE"
"3131",32,109,14,"NV","France","EUROPE"
"3132",32,110,82,"NV","Germany","EUROPE"
"3133",32,116,8,"NV","Greece","EUROPE"
"3134",32,117,18,"NV","Hungary","EUROPE"
"3135",32,118,2,"NV","Iceland","EUROPE"
"3136",32,119,7,"NV","Ireland","EUROPE"
"3137",32,120,23,"NV","Italy","EUROPE"
"3138",32,126,14,"NV","Netherlands","EUROPE"
"3139",32,127,2,"NV","Norway","EUROPE"
"3140",32,128,26,"NV","Poland","EUROPE"
"3141",32,129,4,"NV","Portugal","EUROPE"
"3142",32,132,21,"NV","Romania","EUROPE"
"3143",32,134,8,"NV","Spain","EUROPE"
"3144",32,136,4,"NV","Sweden","EUROPE"
"3145",32,137,6,"NV","Switzerland","EUROPE"
"3146",32,138,31,"NV","UnitedKingdom","EUROPE"
"3147",32,139,44,"NV","England","EUROPE"
"3148",32,140,9,"NV","Scotland","EUROPE"
"3149",32,147,4,"NV","Yugoslavia","EUROPE"
"3150",32,148,5,"NV","CzechRepublic","EUROPE"
"3151",32,149,1,"NV","Slovakia","EUROPE"
"3152",32,150,14,"NV","BosniaandHerzegovina",NA
"3153",32,151,9,"NV","Croatia","EUROPE"
"3154",32,152,2,"NV","Macedonia","EUROPE"
"3155",32,154,9,"NV","Serbia","EUROPE"
"3156",32,156,1,"NV","Latvia","EUROPE"
"3157",32,157,9,"NV","Lithuania","EUROPE"
"3158",32,158,21,"NV","Armenia","EUROPE"
"3159",32,162,2,"NV","Moldova","EUROPE"
"3160",32,163,27,"NV","Russia",NA
"3161",32,164,13,"NV","Ukraine","EUROPE"
"3162",32,165,3,"NV","USSR",NA
"3163",32,169,1,"NV","OtherEurope",NA
"3164",32,200,10,"NV","Afghanistan","ASIA"
"3165",32,202,11,"NV","Bangladesh","ASIA"
"3166",32,203,12,"NV","Bhutan","ASIA"
"3167",32,205,2,"NV","Myanmar",NA
"3168",32,206,9,"NV","Cambodia","ASIA"
"3169",32,207,144,"NV","China","ASIA"
"3170",32,209,15,"NV","HongKong","ASIA"
"3171",32,210,45,"NV","India","ASIA"
"3172",32,211,7,"NV","Indonesia","ASIA"
"3173",32,212,50,"NV","Iran","ASIA"
"3174",32,213,7,"NV","Iraq","ASIA"
"3175",32,214,13,"NV","Israel","ASIA"
"3176",32,215,54,"NV","Japan","ASIA"
"3177",32,216,4,"NV","Jordan","ASIA"
"3178",32,217,106,"NV","Korea",NA
"3179",32,218,2,"NV","Kazakhstan","ASIA"
"3180",32,222,2,"NV","Kuwait","ASIA"
"3181",32,223,18,"NV","Laos","ASIA"
"3182",32,224,16,"NV","Lebanon","ASIA"
"3183",32,226,4,"NV","Malaysia","ASIA"
"3184",32,229,4,"NV","Nepal","ASIA"
"3185",32,231,18,"NV","Pakistan","ASIA"
"3186",32,233,741,"NV","Philippines","ASIA"
"3187",32,235,4,"NV","SaudiArabia","ASIA"
"3188",32,236,2,"NV","Singapore","ASIA"
"3189",32,238,11,"NV","SriLanka","ASIA"
"3190",32,239,5,"NV","Syria","ASIA"
"3191",32,240,41,"NV","Taiwan","ASIA"
"3192",32,242,59,"NV","Thailand","ASIA"
"3193",32,243,3,"NV","Turkey","ASIA"
"3194",32,245,1,"NV","UnitedArabEmirates",NA
"3195",32,247,104,"NV","Vietnam","ASIA"
"3196",32,249,2,"NV","Asia",NA
"3197",32,253,1,"NV","SouthCentralAsia",NA
"3198",32,254,2,"NV","OtherAsia",NA
"3199",32,301,128,"NV","Canada","AMERICA"
"3200",32,303,1740,"NV","Mexico","AMERICA"
"3201",32,310,2,"NV","Belize","AMERICA"
"3202",32,311,8,"NV","CostaRica","AMERICA"
"3203",32,312,176,"NV","ElSalvador","AMERICA"
"3204",32,313,64,"NV","Guatemala","AMERICA"
"3205",32,314,29,"NV","Honduras","AMERICA"
"3206",32,315,19,"NV","Nicaragua","AMERICA"
"3207",32,316,6,"NV","Panama","AMERICA"
"3208",32,324,1,"NV","Barbados","AMERICA"
"3209",32,327,140,"NV","Cuba","AMERICA"
"3210",32,329,17,"NV","DominicanRepublic","AMERICA"
"3211",32,332,9,"NV","Haiti","AMERICA"
"3212",32,333,3,"NV","Jamaica","AMERICA"
"3213",32,339,1,"NV","St.Lucia",NA
"3214",32,341,3,"NV","Trinidad",NA
"3215",32,344,1,"NV","Caribbean",NA
"3216",32,360,29,"NV","Argentina","AMERICA"
"3217",32,361,4,"NV","Bolivia","AMERICA"
"3218",32,362,13,"NV","Brazil","AMERICA"
"3219",32,363,19,"NV","Chile","AMERICA"
"3220",32,364,18,"NV","Colombia","AMERICA"
"3221",32,365,17,"NV","Ecuador","AMERICA"
"3222",32,368,2,"NV","Guyana","AMERICA"
"3223",32,369,2,"NV","Paraguay","AMERICA"
"3224",32,370,37,"NV","Peru","AMERICA"
"3225",32,372,4,"NV","Uruguay","AMERICA"
"3226",32,373,5,"NV","Venezuela","AMERICA"
"3227",32,414,10,"NV","Egypt","AFRICA"
"3228",32,416,65,"NV","Ethiopia","AFRICA"
"3229",32,417,7,"NV","Eritrea","AFRICA"
"3230",32,421,6,"NV","Ghana","AFRICA"
"3231",32,423,4,"NV","Guinea","AFRICA"
"3232",32,427,5,"NV","Kenya","AFRICA"
"3233",32,429,1,"NV","Liberia","AFRICA"
"3234",32,436,5,"NV","Morocco","AFRICA"
"3235",32,440,2,"NV","Nigeria","AFRICA"
"3236",32,448,7,"NV","Somalia","AFRICA"
"3237",32,449,6,"NV","SouthAfrica","AFRICA"
"3238",32,451,5,"NV","Sudan","AFRICA"
"3239",32,454,1,"NV","Togo","AFRICA"
"3240",32,457,3,"NV","Uganda","AFRICA"
"3241",32,461,2,"NV","Zimbabwe","AFRICA"
"3242",32,462,2,"NV","Africa",NA
"3243",32,463,2,"NV","EasternAfrica",NA
"3244",32,468,3,"NV","OtherAfrica",NA
"3245",32,501,11,"NV","Australia","OCEANIA"
"3246",32,508,1,"NV","Fiji","OCEANIA"
"3247",32,515,5,"NV","NewZealand","OCEANIA"
"3248",32,523,1,"NV","Tonga","OCEANIA"
"3249",32,527,1,"NV","Samoa","OCEANIA"
"3250",32,554,1,"NV","OtherUSIslandAreas",NA
"3251",33,100,5,"NH","Albania","EUROPE"
"3252",33,102,1,"NH","Austria","EUROPE"
"3253",33,103,2,"NH","Belgium","EUROPE"
"3254",33,104,1,"NH","Bulgaria","EUROPE"
"3255",33,109,5,"NH","France","EUROPE"
"3256",33,110,27,"NH","Germany","EUROPE"
"3257",33,116,13,"NH","Greece","EUROPE"
"3258",33,117,2,"NH","Hungary","EUROPE"
"3259",33,119,8,"NH","Ireland","EUROPE"
"3260",33,120,2,"NH","Italy","EUROPE"
"3261",33,126,5,"NH","Netherlands","EUROPE"
"3262",33,128,11,"NH","Poland","EUROPE"
"3263",33,129,9,"NH","Portugal","EUROPE"
"3264",33,130,3,"NH","AzoresIslands",NA
"3265",33,132,5,"NH","Romania","EUROPE"
"3266",33,134,2,"NH","Spain","EUROPE"
"3267",33,136,4,"NH","Sweden","EUROPE"
"3268",33,137,3,"NH","Switzerland","EUROPE"
"3269",33,138,16,"NH","UnitedKingdom","EUROPE"
"3270",33,139,20,"NH","England","EUROPE"
"3271",33,140,7,"NH","Scotland","EUROPE"
"3272",33,147,1,"NH","Yugoslavia","EUROPE"
"3273",33,148,1,"NH","CzechRepublic","EUROPE"
"3274",33,149,2,"NH","Slovakia","EUROPE"
"3275",33,150,11,"NH","BosniaandHerzegovina",NA
"3276",33,151,1,"NH","Croatia","EUROPE"
"3277",33,154,2,"NH","Serbia","EUROPE"
"3278",33,156,3,"NH","Latvia","EUROPE"
"3279",33,157,3,"NH","Lithuania","EUROPE"
"3280",33,160,2,"NH","Belarus","EUROPE"
"3281",33,163,14,"NH","Russia",NA
"3282",33,164,5,"NH","Ukraine","EUROPE"
"3283",33,165,1,"NH","USSR",NA
"3284",33,169,1,"NH","OtherEurope",NA
"3285",33,202,4,"NH","Bangladesh","ASIA"
"3286",33,203,9,"NH","Bhutan","ASIA"
"3287",33,206,2,"NH","Cambodia","ASIA"
"3288",33,207,20,"NH","China","ASIA"
