"","ST","POBP","count","location","country"
"2857",28,365,2,"MS","Ecuador"
"2858",28,369,1,"MS","Paraguay"
"2859",28,370,4,"MS","Peru"
"2860",28,372,1,"MS","Uruguay"
"2861",28,373,4,"MS","Venezuela"
"2862",28,374,1,"MS","SouthAmerica"
"2863",28,416,4,"MS","Ethiopia"
"2864",28,420,1,"MS","Gambia"
"2865",28,440,5,"MS","Nigeria"
"2866",28,449,5,"MS","SouthAfrica"
"2867",28,461,1,"MS","Zimbabwe"
"2868",28,464,1,"MS","NorthernAfrica"
"2869",29,100,6,"MO","Albania"
"2870",29,102,6,"MO","Austria"
"2871",29,103,4,"MO","Belgium"
"2872",29,104,3,"MO","Bulgaria"
"2873",29,105,2,"MO","Czechoslovakia"
"2874",29,106,1,"MO","Denmark"
"2875",29,108,1,"MO","Finland"
"2876",29,109,15,"MO","France"
"2877",29,110,86,"MO","Germany"
"2878",29,116,10,"MO","Greece"
"2879",29,117,7,"MO","Hungary"
"2880",29,119,7,"MO","Ireland"
"2881",29,120,10,"MO","Italy"
"2882",29,126,6,"MO","Netherlands"
"2883",29,128,7,"MO","Poland"
"2884",29,129,3,"MO","Portugal"
"2885",29,132,8,"MO","Romania"
"2886",29,134,5,"MO","Spain"
"2887",29,136,8,"MO","Sweden"
"2888",29,137,1,"MO","Switzerland"
"2889",29,138,20,"MO","UnitedKingdom"
"2890",29,139,27,"MO","England"
"2891",29,140,9,"MO","Scotland"
"2892",29,147,5,"MO","Yugoslavia"
"2893",29,148,1,"MO","CzechRepublic"
"2894",29,150,80,"MO","BosniaandHerzegovina"
"2895",29,151,4,"MO","Croatia"
"2896",29,154,3,"MO","Serbia"
"2897",29,156,1,"MO","Latvia"
"2898",29,157,1,"MO","Lithuania"
"2899",29,159,3,"MO","Azerbaijan"
"2900",29,160,3,"MO","Belarus"
"2901",29,162,10,"MO","Moldova"
"2902",29,163,40,"MO","Russia"
"2903",29,164,21,"MO","Ukraine"
"2904",29,165,2,"MO","USSR"
"2905",29,169,6,"MO","OtherEurope"
"2906",29,200,4,"MO","Afghanistan"
"2907",29,202,8,"MO","Bangladesh"
"2908",29,203,4,"MO","Bhutan"
"2909",29,205,5,"MO","Myanmar"
"2910",29,206,9,"MO","Cambodia"
"2911",29,207,109,"MO","China"
"2912",29,209,7,"MO","HongKong"
"2913",29,210,116,"MO","India"
"2914",29,211,5,"MO","Indonesia"
"2915",29,212,19,"MO","Iran"
"2916",29,213,21,"MO","Iraq"
"2917",29,214,9,"MO","Israel"
"2918",29,215,21,"MO","Japan"
"2919",29,216,5,"MO","Jordan"
"2920",29,217,82,"MO","Korea"
"2921",29,222,1,"MO","Kuwait"
"2922",29,223,13,"MO","Laos"
"2923",29,224,4,"MO","Lebanon"
"2924",29,226,2,"MO","Malaysia"
"2925",29,229,11,"MO","Nepal"
"2926",29,231,20,"MO","Pakistan"
"2927",29,233,74,"MO","Philippines"
"2928",29,235,10,"MO","SaudiArabia"
"2929",29,236,2,"MO","Singapore"
"2930",29,238,1,"MO","SriLanka"
"2931",29,239,5,"MO","Syria"
"2932",29,240,27,"MO","Taiwan"
"2933",29,242,8,"MO","Thailand"
"2934",29,243,10,"MO","Turkey"
"2935",29,246,1,"MO","Uzbekistan"
"2936",29,247,82,"MO","Vietnam"
"2937",29,248,1,"MO","Yemen"
"2938",29,249,7,"MO","Asia"
"2939",29,253,4,"MO","SouthCentralAsia"
"2940",29,300,1,"MO","Bermuda"
"2941",29,301,64,"MO","Canada"
"2942",29,303,306,"MO","Mexico"
"2943",29,310,2,"MO","Belize"
"2944",29,311,2,"MO","CostaRica"
"2945",29,312,31,"MO","ElSalvador"
"2946",29,313,39,"MO","Guatemala"
"2947",29,314,17,"MO","Honduras"
"2948",29,315,2,"MO","Nicaragua"
"2949",29,316,7,"MO","Panama"
"2950",29,323,3,"MO","Bahamas"
"2951",29,324,3,"MO","Barbados"
"2952",29,327,10,"MO","Cuba"
"2953",29,328,3,"MO","Dominica"
"2954",29,329,5,"MO","DominicanRepublic"
"2955",29,332,9,"MO","Haiti"
"2956",29,333,2,"MO","Jamaica"
"2957",29,341,2,"MO","Trinidad"
"2958",29,344,4,"MO","Caribbean"
"2959",29,360,10,"MO","Argentina"
"2960",29,361,2,"MO","Bolivia"
"2961",29,362,17,"MO","Brazil"
"2962",29,363,1,"MO","Chile"
"2963",29,364,8,"MO","Colombia"
"2964",29,365,2,"MO","Ecuador"
"2965",29,369,1,"MO","Paraguay"
"2966",29,370,22,"MO","Peru"
"2967",29,372,3,"MO","Uruguay"
"2968",29,373,9,"MO","Venezuela"
"2969",29,399,1,"MO","Americas"
"2970",29,400,1,"MO","Algeria"
"2971",29,407,1,"MO","Cameroon"
"2972",29,408,1,"MO","CapeVerde"
"2973",29,414,5,"MO","Egypt"
"2974",29,416,10,"MO","Ethiopia"
"2975",29,417,3,"MO","Eritrea"
"2976",29,421,7,"MO","Ghana"
"2977",29,427,19,"MO","Kenya"
"2978",29,429,14,"MO","Liberia"
"2979",29,430,1,"MO","Libya"
"2980",29,436,4,"MO","Morocco"
"2981",29,440,13,"MO","Nigeria"
"2982",29,444,3,"MO","Senegal"
"2983",29,447,1,"MO","SierraLeone"
"2984",29,448,4,"MO","Somalia"
"2985",29,449,13,"MO","SouthAfrica"
"2986",29,454,1,"MO","Togo"
"2987",29,457,1,"MO","Uganda"
"2988",29,459,1,"MO","DemocraticRepublicofCongo"
"2989",29,460,2,"MO","Zambia"
"2990",29,461,2,"MO","Zimbabwe"
"2991",29,462,8,"MO","Africa"
"2992",29,463,11,"MO","EasternAfrica"
"2993",29,467,3,"MO","WesternAfrica"
"2994",29,468,1,"MO","OtherAfrica"
"2995",29,501,7,"MO","Australia"
"2996",29,512,13,"MO","Micronesia"
"2997",29,515,4,"MO","NewZealand"
"2998",29,554,1,"MO","OtherUSIslandAreas"
"2999",30,102,2,"MT","Austria"
"3000",30,103,2,"MT","Belgium"
"3001",30,105,1,"MT","Czechoslovakia"
"3002",30,108,2,"MT","Finland"
"3003",30,110,21,"MT","Germany"
"3004",30,119,1,"MT","Ireland"
"3005",30,120,1,"MT","Italy"
"3006",30,126,1,"MT","Netherlands"
"3007",30,127,4,"MT","Norway"
"3008",30,128,1,"MT","Poland"
"3009",30,132,3,"MT","Romania"
"3010",30,134,1,"MT","Spain"
"3011",30,136,1,"MT","Sweden"
"3012",30,137,2,"MT","Switzerland"
"3013",30,138,6,"MT","UnitedKingdom"
"3014",30,139,6,"MT","England"
"3015",30,140,1,"MT","Scotland"
"3016",30,148,1,"MT","CzechRepublic"
"3017",30,160,5,"MT","Belarus"
"3018",30,162,1,"MT","Moldova"
"3019",30,163,2,"MT","Russia"
"3020",30,164,1,"MT","Ukraine"
"3021",30,205,1,"MT","Myanmar"
"3022",30,207,6,"MT","China"
"3023",30,210,2,"MT","India"
"3024",30,215,4,"MT","Japan"
"3025",30,217,6,"MT","Korea"
"3026",30,218,3,"MT","Kazakhstan"
"3027",30,226,1,"MT","Malaysia"
"3028",30,231,1,"MT","Pakistan"
"3029",30,233,8,"MT","Philippines"
"3030",30,240,1,"MT","Taiwan"
"3031",30,242,1,"MT","Thailand"
"3032",30,243,1,"MT","Turkey"
"3033",30,247,2,"MT","Vietnam"
"3034",30,254,1,"MT","OtherAsia"
"3035",30,301,37,"MT","Canada"
"3036",30,303,19,"MT","Mexico"
"3037",30,311,2,"MT","CostaRica"
"3038",30,312,1,"MT","ElSalvador"
"3039",30,315,1,"MT","Nicaragua"
"3040",30,327,1,"MT","Cuba"
"3041",30,362,6,"MT","Brazil"
"3042",30,449,1,"MT","SouthAfrica"
"3043",30,501,3,"MT","Australia"
"3044",31,102,1,"NE","Austria"
"3045",31,104,2,"NE","Bulgaria"
"3046",31,109,1,"NE","France"
"3047",31,110,23,"NE","Germany"
"3048",31,116,3,"NE","Greece"
"3049",31,117,2,"NE","Hungary"
"3050",31,119,1,"NE","Ireland"
"3051",31,120,9,"NE","Italy"
"3052",31,128,3,"NE","Poland"
"3053",31,129,2,"NE","Portugal"
"3054",31,132,2,"NE","Romania"
"3055",31,138,7,"NE","UnitedKingdom"
"3056",31,139,13,"NE","England"
"3057",31,148,1,"NE","CzechRepublic"
"3058",31,150,6,"NE","BosniaandHerzegovina"
"3059",31,151,4,"NE","Croatia"
"3060",31,156,2,"NE","Latvia"
"3061",31,157,1,"NE","Lithuania"
"3062",31,160,1,"NE","Belarus"
"3063",31,163,3,"NE","Russia"
"3064",31,164,6,"NE","Ukraine"
"3065",31,203,2,"NE","Bhutan"
"3066",31,205,5,"NE","Myanmar"
"3067",31,206,1,"NE","Cambodia"
"3068",31,207,20,"NE","China"
"3069",31,209,1,"NE","HongKong"
"3070",31,210,27,"NE","India"
"3071",31,212,4,"NE","Iran"
"3072",31,213,6,"NE","Iraq"
"3073",31,215,5,"NE","Japan"
"3074",31,216,2,"NE","Jordan"
"3075",31,217,10,"NE","Korea"
"3076",31,223,4,"NE","Laos"
"3077",31,224,2,"NE","Lebanon"
"3078",31,229,11,"NE","Nepal"
"3079",31,231,1,"NE","Pakistan"
"3080",31,233,18,"NE","Philippines"
"3081",31,235,4,"NE","SaudiArabia"
"3082",31,238,2,"NE","SriLanka"
"3083",31,239,1,"NE","Syria"
"3084",31,240,1,"NE","Taiwan"
"3085",31,242,5,"NE","Thailand"
"3086",31,247,47,"NE","Vietnam"
"3087",31,253,3,"NE","SouthCentralAsia"
"3088",31,254,1,"NE","OtherAsia"
"3089",31,301,19,"NE","Canada"
"3090",31,303,271,"NE","Mexico"
"3091",31,310,2,"NE","Belize"
"3092",31,312,27,"NE","ElSalvador"
"3093",31,313,34,"NE","Guatemala"
"3094",31,314,8,"NE","Honduras"
"3095",31,315,1,"NE","Nicaragua"
"3096",31,316,1,"NE","Panama"
"3097",31,321,2,"NE","Antigua"
"3098",31,327,9,"NE","Cuba"
"3099",31,341,2,"NE","Trinidad"
"3100",31,360,1,"NE","Argentina"
"3101",31,362,2,"NE","Brazil"
"3102",31,363,2,"NE","Chile"
"3103",31,364,6,"NE","Colombia"
"3104",31,370,5,"NE","Peru"
"3105",31,373,5,"NE","Venezuela"
"3106",31,407,5,"NE","Cameroon"
"3107",31,414,1,"NE","Egypt"
"3108",31,416,3,"NE","Ethiopia"
"3109",31,421,1,"NE","Ghana"
"3110",31,436,1,"NE","Morocco"
"3111",31,444,1,"NE","Senegal"
"3112",31,447,1,"NE","SierraLeone"
"3113",31,448,3,"NE","Somalia"
"3114",31,449,3,"NE","SouthAfrica"
"3115",31,451,4,"NE","Sudan"
"3116",31,454,3,"NE","Togo"
"3117",31,461,1,"NE","Zimbabwe"
"3118",31,462,3,"NE","Africa"
"3119",31,463,3,"NE","EasternAfrica"
"3120",31,464,3,"NE","NorthernAfrica"
"3121",31,467,2,"NE","WesternAfrica"
"3122",31,501,2,"NE","Australia"
"3123",31,515,2,"NE","NewZealand"
"3124",32,100,3,"NV","Albania"
"3125",32,102,4,"NV","Austria"
"3126",32,103,7,"NV","Belgium"
"3127",32,104,26,"NV","Bulgaria"
"3128",32,105,1,"NV","Czechoslovakia"
"3129",32,106,3,"NV","Denmark"
"3130",32,108,3,"NV","Finland"
"3131",32,109,14,"NV","France"
"3132",32,110,82,"NV","Germany"
"3133",32,116,8,"NV","Greece"
"3134",32,117,18,"NV","Hungary"
"3135",32,118,2,"NV","Iceland"
"3136",32,119,7,"NV","Ireland"
"3137",32,120,23,"NV","Italy"
"3138",32,126,14,"NV","Netherlands"
"3139",32,127,2,"NV","Norway"
"3140",32,128,26,"NV","Poland"
"3141",32,129,4,"NV","Portugal"
"3142",32,132,21,"NV","Romania"
"3143",32,134,8,"NV","Spain"
"3144",32,136,4,"NV","Sweden"
"3145",32,137,6,"NV","Switzerland"
"3146",32,138,31,"NV","UnitedKingdom"
"3147",32,139,44,"NV","England"
"3148",32,140,9,"NV","Scotland"
"3149",32,147,4,"NV","Yugoslavia"
"3150",32,148,5,"NV","CzechRepublic"
"3151",32,149,1,"NV","Slovakia"
"3152",32,150,14,"NV","BosniaandHerzegovina"
"3153",32,151,9,"NV","Croatia"
"3154",32,152,2,"NV","Macedonia"
"3155",32,154,9,"NV","Serbia"
"3156",32,156,1,"NV","Latvia"
"3157",32,157,9,"NV","Lithuania"
"3158",32,158,21,"NV","Armenia"
"3159",32,162,2,"NV","Moldova"
"3160",32,163,27,"NV","Russia"
"3161",32,164,13,"NV","Ukraine"
"3162",32,165,3,"NV","USSR"
"3163",32,169,1,"NV","OtherEurope"
"3164",32,200,10,"NV","Afghanistan"
"3165",32,202,11,"NV","Bangladesh"
"3166",32,203,12,"NV","Bhutan"
"3167",32,205,2,"NV","Myanmar"
"3168",32,206,9,"NV","Cambodia"
"3169",32,207,144,"NV","China"
"3170",32,209,15,"NV","HongKong"
"3171",32,210,45,"NV","India"
"3172",32,211,7,"NV","Indonesia"
"3173",32,212,50,"NV","Iran"
"3174",32,213,7,"NV","Iraq"
"3175",32,214,13,"NV","Israel"
"3176",32,215,54,"NV","Japan"
"3177",32,216,4,"NV","Jordan"
"3178",32,217,106,"NV","Korea"
"3179",32,218,2,"NV","Kazakhstan"
"3180",32,222,2,"NV","Kuwait"
"3181",32,223,18,"NV","Laos"
"3182",32,224,16,"NV","Lebanon"
"3183",32,226,4,"NV","Malaysia"
"3184",32,229,4,"NV","Nepal"
"3185",32,231,18,"NV","Pakistan"
"3186",32,233,741,"NV","Philippines"
"3187",32,235,4,"NV","SaudiArabia"
"3188",32,236,2,"NV","Singapore"
"3189",32,238,11,"NV","SriLanka"
"3190",32,239,5,"NV","Syria"
"3191",32,240,41,"NV","Taiwan"
"3192",32,242,59,"NV","Thailand"
"3193",32,243,3,"NV","Turkey"
"3194",32,245,1,"NV","UnitedArabEmirates"
"3195",32,247,104,"NV","Vietnam"
"3196",32,249,2,"NV","Asia"
"3197",32,253,1,"NV","SouthCentralAsia"
"3198",32,254,2,"NV","OtherAsia"
"3199",32,301,128,"NV","Canada"
"3200",32,303,1740,"NV","Mexico"
"3201",32,310,2,"NV","Belize"
"3202",32,311,8,"NV","CostaRica"
"3203",32,312,176,"NV","ElSalvador"
"3204",32,313,64,"NV","Guatemala"
"3205",32,314,29,"NV","Honduras"
"3206",32,315,19,"NV","Nicaragua"
"3207",32,316,6,"NV","Panama"
"3208",32,324,1,"NV","Barbados"
"3209",32,327,140,"NV","Cuba"
"3210",32,329,17,"NV","DominicanRepublic"
"3211",32,332,9,"NV","Haiti"
"3212",32,333,3,"NV","Jamaica"
"3213",32,339,1,"NV","St.Lucia"
"3214",32,341,3,"NV","Trinidad"
"3215",32,344,1,"NV","Caribbean"
"3216",32,360,29,"NV","Argentina"
"3217",32,361,4,"NV","Bolivia"
"3218",32,362,13,"NV","Brazil"
"3219",32,363,19,"NV","Chile"
"3220",32,364,18,"NV","Colombia"
"3221",32,365,17,"NV","Ecuador"
"3222",32,368,2,"NV","Guyana"
"3223",32,369,2,"NV","Paraguay"
"3224",32,370,37,"NV","Peru"
"3225",32,372,4,"NV","Uruguay"
"3226",32,373,5,"NV","Venezuela"
"3227",32,414,10,"NV","Egypt"
"3228",32,416,65,"NV","Ethiopia"
"3229",32,417,7,"NV","Eritrea"
"3230",32,421,6,"NV","Ghana"
"3231",32,423,4,"NV","Guinea"
"3232",32,427,5,"NV","Kenya"
"3233",32,429,1,"NV","Liberia"
"3234",32,436,5,"NV","Morocco"
"3235",32,440,2,"NV","Nigeria"
"3236",32,448,7,"NV","Somalia"
"3237",32,449,6,"NV","SouthAfrica"
"3238",32,451,5,"NV","Sudan"
"3239",32,454,1,"NV","Togo"
"3240",32,457,3,"NV","Uganda"
"3241",32,461,2,"NV","Zimbabwe"
"3242",32,462,2,"NV","Africa"
"3243",32,463,2,"NV","EasternAfrica"
"3244",32,468,3,"NV","OtherAfrica"
"3245",32,501,11,"NV","Australia"
"3246",32,508,1,"NV","Fiji"
"3247",32,515,5,"NV","NewZealand"
"3248",32,523,1,"NV","Tonga"
"3249",32,527,1,"NV","Samoa"
"3250",32,554,1,"NV","OtherUSIslandAreas"
"3251",33,100,5,"NH","Albania"
"3252",33,102,1,"NH","Austria"
"3253",33,103,2,"NH","Belgium"
"3254",33,104,1,"NH","Bulgaria"
"3255",33,109,5,"NH","France"
"3256",33,110,27,"NH","Germany"
"3257",33,116,13,"NH","Greece"
"3258",33,117,2,"NH","Hungary"
"3259",33,119,8,"NH","Ireland"
"3260",33,120,2,"NH","Italy"
"3261",33,126,5,"NH","Netherlands"
"3262",33,128,11,"NH","Poland"
"3263",33,129,9,"NH","Portugal"
"3264",33,130,3,"NH","AzoresIslands"
"3265",33,132,5,"NH","Romania"
"3266",33,134,2,"NH","Spain"
"3267",33,136,4,"NH","Sweden"
"3268",33,137,3,"NH","Switzerland"
"3269",33,138,16,"NH","UnitedKingdom"
"3270",33,139,20,"NH","England"
"3271",33,140,7,"NH","Scotland"
"3272",33,147,1,"NH","Yugoslavia"
"3273",33,148,1,"NH","CzechRepublic"
"3274",33,149,2,"NH","Slovakia"
"3275",33,150,11,"NH","BosniaandHerzegovina"
"3276",33,151,1,"NH","Croatia"
"3277",33,154,2,"NH","Serbia"
"3278",33,156,3,"NH","Latvia"
"3279",33,157,3,"NH","Lithuania"
"3280",33,160,2,"NH","Belarus"
"3281",33,163,14,"NH","Russia"
"3282",33,164,5,"NH","Ukraine"
"3283",33,165,1,"NH","USSR"
"3284",33,169,1,"NH","OtherEurope"
"3285",33,202,4,"NH","Bangladesh"
"3286",33,203,9,"NH","Bhutan"
"3287",33,206,2,"NH","Cambodia"
"3288",33,207,20,"NH","China"
"3289",33,208,1,"NH","Cyprus"
"3290",33,209,1,"NH","HongKong"
"3291",33,210,64,"NH","India"
"3292",33,211,3,"NH","Indonesia"
"3293",33,212,3,"NH","Iran"
"3294",33,213,2,"NH","Iraq"
"3295",33,214,2,"NH","Israel"
"3296",33,215,6,"NH","Japan"
"3297",33,216,3,"NH","Jordan"
"3298",33,217,24,"NH","Korea"
"3299",33,218,2,"NH","Kazakhstan"
"3300",33,222,1,"NH","Kuwait"
"3301",33,223,4,"NH","Laos"
"3302",33,224,1,"NH","Lebanon"
"3303",33,226,1,"NH","Malaysia"
"3304",33,229,13,"NH","Nepal"
"3305",33,231,8,"NH","Pakistan"
"3306",33,233,17,"NH","Philippines"
"3307",33,235,2,"NH","SaudiArabia"
"3308",33,240,11,"NH","Taiwan"
"3309",33,242,4,"NH","Thailand"
"3310",33,243,3,"NH","Turkey"
"3311",33,247,11,"NH","Vietnam"
"3312",33,300,1,"NH","Bermuda"
"3313",33,301,120,"NH","Canada"
"3314",33,303,16,"NH","Mexico"
"3315",33,311,1,"NH","CostaRica"
"3316",33,312,9,"NH","ElSalvador"
"3317",33,313,2,"NH","Guatemala"
"3318",33,316,1,"NH","Panama"
"3319",33,324,1,"NH","Barbados"
"3320",33,328,1,"NH","Dominica"
"3321",33,329,9,"NH","DominicanRepublic"
"3322",33,332,5,"NH","Haiti"
"3323",33,333,8,"NH","Jamaica"
"3324",33,341,1,"NH","Trinidad"
"3325",33,362,14,"NH","Brazil"
"3326",33,363,1,"NH","Chile"
"3327",33,364,6,"NH","Colombia"
"3328",33,369,2,"NH","Paraguay"
"3329",33,370,2,"NH","Peru"
"3330",33,372,4,"NH","Uruguay"
"3331",33,373,4,"NH","Venezuela"
"3332",33,412,1,"NH","Congo"
"3333",33,414,2,"NH","Egypt"
"3334",33,416,5,"NH","Ethiopia"
"3335",33,417,1,"NH","Eritrea"
"3336",33,421,2,"NH","Ghana"
"3337",33,427,8,"NH","Kenya"
"3338",33,436,2,"NH","Morocco"
"3339",33,449,2,"NH","SouthAfrica"
"3340",33,457,1,"NH","Uganda"
"3341",33,459,3,"NH","DemocraticRepublicofCongo"
"3342",33,461,2,"NH","Zimbabwe"
"3343",33,463,1,"NH","EasternAfrica"
"3344",33,501,3,"NH","Australia"
"3345",34,100,23,"NJ","Albania"
"3346",34,102,29,"NJ","Austria"
"3347",34,103,10,"NJ","Belgium"
"3348",34,104,41,"NJ","Bulgaria"
"3349",34,105,12,"NJ","Czechoslovakia"
"3350",34,106,8,"NJ","Denmark"
"3351",34,108,9,"NJ","Finland"
"3352",34,109,88,"NJ","France"
"3353",34,110,276,"NJ","Germany"
"3354",34,116,77,"NJ","Greece"
"3355",34,117,55,"NJ","Hungary"
"3356",34,118,1,"NJ","Iceland"
"3357",34,119,84,"NJ","Ireland"
"3358",34,120,451,"NJ","Italy"
"3359",34,126,31,"NJ","Netherlands"
"3360",34,127,10,"NJ","Norway"
"3361",34,128,502,"NJ","Poland"
"3362",34,129,338,"NJ","Portugal"
"3363",34,132,70,"NJ","Romania"
"3364",34,134,88,"NJ","Spain"
"3365",34,136,4,"NJ","Sweden"
"3366",34,137,24,"NJ","Switzerland"
"3367",34,138,152,"NJ","UnitedKingdom"
"3368",34,139,115,"NJ","England"
"3369",34,140,35,"NJ","Scotland"
"3370",34,147,31,"NJ","Yugoslavia"
"3371",34,148,5,"NJ","CzechRepublic"
"3372",34,149,43,"NJ","Slovakia"
"3373",34,150,13,"NJ","BosniaandHerzegovina"
"3374",34,151,35,"NJ","Croatia"
"3375",34,152,27,"NJ","Macedonia"
"3376",34,154,16,"NJ","Serbia"
"3377",34,156,15,"NJ","Latvia"
"3378",34,157,27,"NJ","Lithuania"
"3379",34,158,12,"NJ","Armenia"
"3380",34,159,1,"NJ","Azerbaijan"
"3381",34,160,22,"NJ","Belarus"
"3382",34,161,19,"NJ","Georgia"
"3383",34,162,10,"NJ","Moldova"
"3384",34,163,186,"NJ","Russia"
"3385",34,164,164,"NJ","Ukraine"
"3386",34,165,31,"NJ","USSR"
"3387",34,168,9,"NJ","Montenegro"
"3388",34,169,21,"NJ","OtherEurope"
"3389",34,200,16,"NJ","Afghanistan"
"3390",34,202,115,"NJ","Bangladesh"
"3391",34,205,20,"NJ","Myanmar"
"3392",34,206,7,"NJ","Cambodia"
"3393",34,207,597,"NJ","China"
"3394",34,208,2,"NJ","Cyprus"
"3395",34,209,124,"NJ","HongKong"
"3396",34,210,2091,"NJ","India"
"3397",34,211,17,"NJ","Indonesia"
"3398",34,212,65,"NJ","Iran"
"3399",34,213,9,"NJ","Iraq"
"3400",34,214,87,"NJ","Israel"
"3401",34,215,106,"NJ","Japan"
"3402",34,216,41,"NJ","Jordan"
"3403",34,217,589,"NJ","Korea"
"3404",34,218,13,"NJ","Kazakhstan"
"3405",34,222,21,"NJ","Kuwait"
"3406",34,223,5,"NJ","Laos"
"3407",34,224,26,"NJ","Lebanon"
"3408",34,226,25,"NJ","Malaysia"
"3409",34,229,2,"NJ","Nepal"
"3410",34,231,276,"NJ","Pakistan"
"3411",34,233,894,"NJ","Philippines"
"3412",34,235,12,"NJ","SaudiArabia"
"3413",34,236,13,"NJ","Singapore"
"3414",34,238,27,"NJ","SriLanka"
"3415",34,239,46,"NJ","Syria"
"3416",34,240,163,"NJ","Taiwan"
"3417",34,242,31,"NJ","Thailand"
"3418",34,243,139,"NJ","Turkey"
"3419",34,245,7,"NJ","UnitedArabEmirates"
"3420",34,246,20,"NJ","Uzbekistan"
"3421",34,247,164,"NJ","Vietnam"
"3422",34,249,23,"NJ","Asia"
"3423",34,253,12,"NJ","SouthCentralAsia"
"3424",34,254,3,"NJ","OtherAsia"
"3425",34,300,4,"NJ","Bermuda"
"3426",34,301,180,"NJ","Canada"
"3427",34,303,884,"NJ","Mexico"
"3428",34,310,12,"NJ","Belize"
"3429",34,311,79,"NJ","CostaRica"
"3430",34,312,271,"NJ","ElSalvador"
"3431",34,313,305,"NJ","Guatemala"
"3432",34,314,217,"NJ","Honduras"
"3433",34,315,41,"NJ","Nicaragua"
"3434",34,316,40,"NJ","Panama"
"3435",34,321,7,"NJ","Antigua"
"3436",34,323,3,"NJ","Bahamas"
"3437",34,324,31,"NJ","Barbados"
"3438",34,327,353,"NJ","Cuba"
"3439",34,328,17,"NJ","Dominica"
"3440",34,329,1168,"NJ","DominicanRepublic"
"3441",34,330,13,"NJ","Grenada"
"3442",34,332,272,"NJ","Haiti"
"3443",34,333,326,"NJ","Jamaica"
"3444",34,339,5,"NJ","St.Lucia"
"3445",34,340,10,"NJ","St.Vincent"
"3446",34,341,124,"NJ","Trinidad"
"3447",34,343,12,"NJ","WestIndies"
"3448",34,344,16,"NJ","Caribbean"
"3449",34,360,92,"NJ","Argentina"
"3450",34,361,24,"NJ","Bolivia"
"3451",34,362,267,"NJ","Brazil"
"3452",34,363,51,"NJ","Chile"
"3453",34,364,622,"NJ","Colombia"
"3454",34,365,567,"NJ","Ecuador"
"3455",34,368,186,"NJ","Guyana"
"3456",34,369,13,"NJ","Paraguay"
"3457",34,370,426,"NJ","Peru"
"3458",34,372,53,"NJ","Uruguay"
"3459",34,373,51,"NJ","Venezuela"
"3460",34,374,10,"NJ","SouthAmerica"
"3461",34,399,9,"NJ","Americas"
"3462",34,400,12,"NJ","Algeria"
"3463",34,407,6,"NJ","Cameroon"
"3464",34,408,7,"NJ","CapeVerde"
"3465",34,414,288,"NJ","Egypt"
"3466",34,416,23,"NJ","Ethiopia"
"3467",34,417,2,"NJ","Eritrea"
"3468",34,421,125,"NJ","Ghana"
"3469",34,423,4,"NJ","Guinea"
"3470",34,427,51,"NJ","Kenya"
"3471",34,429,49,"NJ","Liberia"
"3472",34,436,39,"NJ","Morocco"
"3473",34,440,134,"NJ","Nigeria"
"3474",34,444,15,"NJ","Senegal"
"3475",34,447,19,"NJ","SierraLeone"
"3476",34,449,21,"NJ","SouthAfrica"
"3477",34,451,2,"NJ","Sudan"
"3478",34,453,7,"NJ","Tanzania"
"3479",34,454,3,"NJ","Togo"
"3480",34,457,9,"NJ","Uganda"
"3481",34,459,1,"NJ","DemocraticRepublicofCongo"
"3482",34,460,3,"NJ","Zambia"
"3483",34,461,2,"NJ","Zimbabwe"
"3484",34,462,29,"NJ","Africa"
"3485",34,463,4,"NJ","EasternAfrica"
"3486",34,464,6,"NJ","NorthernAfrica"
"3487",34,467,9,"NJ","WesternAfrica"
"3488",34,468,12,"NJ","OtherAfrica"
"3489",34,501,27,"NJ","Australia"
"3490",34,508,2,"NJ","Fiji"
"3491",34,512,1,"NJ","Micronesia"
"3492",34,515,5,"NJ","NewZealand"
"3493",35,102,3,"NM","Austria"
"3494",35,103,1,"NM","Belgium"
"3495",35,108,3,"NM","Finland"
"3496",35,109,8,"NM","France"
"3497",35,110,40,"NM","Germany"
"3498",35,116,2,"NM","Greece"
"3499",35,117,4,"NM","Hungary"
"3500",35,119,3,"NM","Ireland"
"3501",35,120,5,"NM","Italy"
"3502",35,126,3,"NM","Netherlands"
"3503",35,128,8,"NM","Poland"
"3504",35,129,2,"NM","Portugal"
"3505",35,130,1,"NM","AzoresIslands"
"3506",35,132,5,"NM","Romania"
"3507",35,134,3,"NM","Spain"
"3508",35,136,1,"NM","Sweden"
"3509",35,137,3,"NM","Switzerland"
"3510",35,138,13,"NM","UnitedKingdom"
"3511",35,139,22,"NM","England"
"3512",35,140,6,"NM","Scotland"
"3513",35,147,3,"NM","Yugoslavia"
"3514",35,148,1,"NM","CzechRepublic"
"3515",35,149,1,"NM","Slovakia"
"3516",35,151,1,"NM","Croatia"
"3517",35,154,1,"NM","Serbia"
"3518",35,162,1,"NM","Moldova"
"3519",35,163,13,"NM","Russia"
"3520",35,164,3,"NM","Ukraine"
"3521",35,165,1,"NM","USSR"
"3522",35,169,1,"NM","OtherEurope"
"3523",35,202,2,"NM","Bangladesh"
"3524",35,205,1,"NM","Myanmar"
"3525",35,206,1,"NM","Cambodia"
"3526",35,207,23,"NM","China"
"3527",35,210,23,"NM","India"
"3528",35,211,3,"NM","Indonesia"
"3529",35,212,6,"NM","Iran"
